ordem_atributo,tema,campo,ano,indicador,unidade,multiplicador,fonte,codigo_indicador,url_fonte,definicao,nota,municipios_com_valor
87,empresas_emprego,empresas_emprego_i143538_2024,2024,"Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Administração pública, defesa e seguridade social",pessoas,1.0,IBGE / Cadastro Central de Empresas,143538,https://servicodados.ibge.gov.br/api/v1/pesquisas/19/periodos/2024/indicadores/143538/resultados/350010,"Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Administração pública, defesa e seguridade social","{""periodo"": {""fonte"": [""IBGE, Cadastro Central de Empresas 2024. Rio de Janeiro: IBGE, 2026""], ""nota"": [], ""periodo"": ""2024"", ""versao"": 1145, ""publicacao"": ""25/06/2026 10:00:00""}, ""indicador"": []}",645
88,empresas_emprego,empresas_emprego_i143539_2024,2024,"Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Agricultura, pecuária, produção florestal, pesca e aquicultura",pessoas,1.0,IBGE / Cadastro Central de Empresas,143539,https://servicodados.ibge.gov.br/api/v1/pesquisas/19/periodos/2024/indicadores/143539/resultados/350010,"Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Agricultura, pecuária, produção florestal, pesca e aquicultura","{""periodo"": {""fonte"": [""IBGE, Cadastro Central de Empresas 2024. Rio de Janeiro: IBGE, 2026""], ""nota"": [], ""periodo"": ""2024"", ""versao"": 1145, ""publicacao"": ""25/06/2026 10:00:00""}, ""indicador"": []}",587
89,empresas_emprego,empresas_emprego_i143540_2024,2024,"Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Água, esgoto, atividades de gestão de resíduos e descontaminação",pessoas,1.0,IBGE / Cadastro Central de Empresas,143540,https://servicodados.ibge.gov.br/api/v1/pesquisas/19/periodos/2024/indicadores/143540/resultados/350010,"Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Água, esgoto, atividades de gestão de resíduos e descontaminação","{""periodo"": {""fonte"": [""IBGE, Cadastro Central de Empresas 2024. Rio de Janeiro: IBGE, 2026""], ""nota"": [], ""periodo"": ""2024"", ""versao"": 1145, ""publicacao"": ""25/06/2026 10:00:00""}, ""indicador"": []}",528
90,empresas_emprego,empresas_emprego_i143541_2024,2024,Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Alojamento e alimentação,pessoas,1.0,IBGE / Cadastro Central de Empresas,143541,https://servicodados.ibge.gov.br/api/v1/pesquisas/19/periodos/2024/indicadores/143541/resultados/350010,Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Alojamento e alimentação,"{""periodo"": {""fonte"": [""IBGE, Cadastro Central de Empresas 2024. Rio de Janeiro: IBGE, 2026""], ""nota"": [], ""periodo"": ""2024"", ""versao"": 1145, ""publicacao"": ""25/06/2026 10:00:00""}, ""indicador"": []}",592
91,empresas_emprego,empresas_emprego_i143542_2024,2024,"Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Artes, cultura, esporte e recreação",pessoas,1.0,IBGE / Cadastro Central de Empresas,143542,https://servicodados.ibge.gov.br/api/v1/pesquisas/19/periodos/2024/indicadores/143542/resultados/350010,"Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Artes, cultura, esporte e recreação","{""periodo"": {""fonte"": [""IBGE, Cadastro Central de Empresas 2024. Rio de Janeiro: IBGE, 2026""], ""nota"": [], ""periodo"": ""2024"", ""versao"": 1145, ""publicacao"": ""25/06/2026 10:00:00""}, ""indicador"": []}",450
92,empresas_emprego,empresas_emprego_i143543_2024,2024,Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Atividades administrativas e serviços complementares,pessoas,1.0,IBGE / Cadastro Central de Empresas,143543,https://servicodados.ibge.gov.br/api/v1/pesquisas/19/periodos/2024/indicadores/143543/resultados/350010,Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Atividades administrativas e serviços complementares,"{""periodo"": {""fonte"": [""IBGE, Cadastro Central de Empresas 2024. Rio de Janeiro: IBGE, 2026""], ""nota"": [], ""periodo"": ""2024"", ""versao"": 1145, ""publicacao"": ""25/06/2026 10:00:00""}, ""indicador"": []}",610
93,empresas_emprego,empresas_emprego_i143544_2024,2024,"Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Atividades financeiras, de seguros e serviços relacionados",pessoas,1.0,IBGE / Cadastro Central de Empresas,143544,https://servicodados.ibge.gov.br/api/v1/pesquisas/19/periodos/2024/indicadores/143544/resultados/350010,"Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Atividades financeiras, de seguros e serviços relacionados","{""periodo"": {""fonte"": [""IBGE, Cadastro Central de Empresas 2024. Rio de Janeiro: IBGE, 2026""], ""nota"": [], ""periodo"": ""2024"", ""versao"": 1145, ""publicacao"": ""25/06/2026 10:00:00""}, ""indicador"": []}",552
94,empresas_emprego,empresas_emprego_i143545_2024,2024,Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Atividades imobiliárias,pessoas,1.0,IBGE / Cadastro Central de Empresas,143545,https://servicodados.ibge.gov.br/api/v1/pesquisas/19/periodos/2024/indicadores/143545/resultados/350010,Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Atividades imobiliárias,"{""periodo"": {""fonte"": [""IBGE, Cadastro Central de Empresas 2024. Rio de Janeiro: IBGE, 2026""], ""nota"": [], ""periodo"": ""2024"", ""versao"": 1145, ""publicacao"": ""25/06/2026 10:00:00""}, ""indicador"": []}",381
95,empresas_emprego,empresas_emprego_i143546_2024,2024,"Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Atividades profissionais, científicas e técnicas",pessoas,1.0,IBGE / Cadastro Central de Empresas,143546,https://servicodados.ibge.gov.br/api/v1/pesquisas/19/periodos/2024/indicadores/143546/resultados/350010,"Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Atividades profissionais, científicas e técnicas","{""periodo"": {""fonte"": [""IBGE, Cadastro Central de Empresas 2024. Rio de Janeiro: IBGE, 2026""], ""nota"": [], ""periodo"": ""2024"", ""versao"": 1145, ""publicacao"": ""25/06/2026 10:00:00""}, ""indicador"": []}",566
96,empresas_emprego,empresas_emprego_i143547_2024,2024,Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Comércio; reparação de veículos automotores e motocicletas,pessoas,1.0,IBGE / Cadastro Central de Empresas,143547,https://servicodados.ibge.gov.br/api/v1/pesquisas/19/periodos/2024/indicadores/143547/resultados/350010,Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Comércio; reparação de veículos automotores e motocicletas,"{""periodo"": {""fonte"": [""IBGE, Cadastro Central de Empresas 2024. Rio de Janeiro: IBGE, 2026""], ""nota"": [], ""periodo"": ""2024"", ""versao"": 1145, ""publicacao"": ""25/06/2026 10:00:00""}, ""indicador"": []}",645
97,empresas_emprego,empresas_emprego_i143548_2024,2024,Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Construção,pessoas,1.0,IBGE / Cadastro Central de Empresas,143548,https://servicodados.ibge.gov.br/api/v1/pesquisas/19/periodos/2024/indicadores/143548/resultados/350010,Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Construção,"{""periodo"": {""fonte"": [""IBGE, Cadastro Central de Empresas 2024. Rio de Janeiro: IBGE, 2026""], ""nota"": [], ""periodo"": ""2024"", ""versao"": 1145, ""publicacao"": ""25/06/2026 10:00:00""}, ""indicador"": []}",575
98,empresas_emprego,empresas_emprego_i143549_2024,2024,Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Educação,pessoas,1.0,IBGE / Cadastro Central de Empresas,143549,https://servicodados.ibge.gov.br/api/v1/pesquisas/19/periodos/2024/indicadores/143549/resultados/350010,Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Educação,"{""periodo"": {""fonte"": [""IBGE, Cadastro Central de Empresas 2024. Rio de Janeiro: IBGE, 2026""], ""nota"": [], ""periodo"": ""2024"", ""versao"": 1145, ""publicacao"": ""25/06/2026 10:00:00""}, ""indicador"": []}",493
99,empresas_emprego,empresas_emprego_i143550_2024,2024,Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Eletricidade e gás,pessoas,1.0,IBGE / Cadastro Central de Empresas,143550,https://servicodados.ibge.gov.br/api/v1/pesquisas/19/periodos/2024/indicadores/143550/resultados/350010,Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Eletricidade e gás,"{""periodo"": {""fonte"": [""IBGE, Cadastro Central de Empresas 2024. Rio de Janeiro: IBGE, 2026""], ""nota"": [], ""periodo"": ""2024"", ""versao"": 1145, ""publicacao"": ""25/06/2026 10:00:00""}, ""indicador"": []}",326
100,empresas_emprego,empresas_emprego_i143551_2024,2024,Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Indústrias de transformação,pessoas,1.0,IBGE / Cadastro Central de Empresas,143551,https://servicodados.ibge.gov.br/api/v1/pesquisas/19/periodos/2024/indicadores/143551/resultados/350010,Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Indústrias de transformação,"{""periodo"": {""fonte"": [""IBGE, Cadastro Central de Empresas 2024. Rio de Janeiro: IBGE, 2026""], ""nota"": [], ""periodo"": ""2024"", ""versao"": 1145, ""publicacao"": ""25/06/2026 10:00:00""}, ""indicador"": []}",626
101,empresas_emprego,empresas_emprego_i143552_2024,2024,Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Indústrias extrativas,pessoas,1.0,IBGE / Cadastro Central de Empresas,143552,https://servicodados.ibge.gov.br/api/v1/pesquisas/19/periodos/2024/indicadores/143552/resultados/350010,Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Indústrias extrativas,"{""periodo"": {""fonte"": [""IBGE, Cadastro Central de Empresas 2024. Rio de Janeiro: IBGE, 2026""], ""nota"": [], ""periodo"": ""2024"", ""versao"": 1145, ""publicacao"": ""25/06/2026 10:00:00""}, ""indicador"": []}",291
102,empresas_emprego,empresas_emprego_i143553_2024,2024,Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Informação e comunicação,pessoas,1.0,IBGE / Cadastro Central de Empresas,143553,https://servicodados.ibge.gov.br/api/v1/pesquisas/19/periodos/2024/indicadores/143553/resultados/350010,Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Informação e comunicação,"{""periodo"": {""fonte"": [""IBGE, Cadastro Central de Empresas 2024. Rio de Janeiro: IBGE, 2026""], ""nota"": [], ""periodo"": ""2024"", ""versao"": 1145, ""publicacao"": ""25/06/2026 10:00:00""}, ""indicador"": []}",482
103,empresas_emprego,empresas_emprego_i143554_2024,2024,Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Organismos internacionais e outras instituições extraterritoriais,pessoas,1.0,IBGE / Cadastro Central de Empresas,143554,https://servicodados.ibge.gov.br/api/v1/pesquisas/19/periodos/2024/indicadores/143554/resultados/350010,Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Organismos internacionais e outras instituições extraterritoriais,"{""periodo"": {""fonte"": [""IBGE, Cadastro Central de Empresas 2024. Rio de Janeiro: IBGE, 2026""], ""nota"": [], ""periodo"": ""2024"", ""versao"": 1145, ""publicacao"": ""25/06/2026 10:00:00""}, ""indicador"": []}",2
104,empresas_emprego,empresas_emprego_i143555_2024,2024,Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Outras atividades de serviços,pessoas,1.0,IBGE / Cadastro Central de Empresas,143555,https://servicodados.ibge.gov.br/api/v1/pesquisas/19/periodos/2024/indicadores/143555/resultados/350010,Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Outras atividades de serviços,"{""periodo"": {""fonte"": [""IBGE, Cadastro Central de Empresas 2024. Rio de Janeiro: IBGE, 2026""], ""nota"": [], ""periodo"": ""2024"", ""versao"": 1145, ""publicacao"": ""25/06/2026 10:00:00""}, ""indicador"": []}",620
105,empresas_emprego,empresas_emprego_i143556_2024,2024,Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Saúde humana e serviços sociais,pessoas,1.0,IBGE / Cadastro Central de Empresas,143556,https://servicodados.ibge.gov.br/api/v1/pesquisas/19/periodos/2024/indicadores/143556/resultados/350010,Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Saúde humana e serviços sociais,"{""periodo"": {""fonte"": [""IBGE, Cadastro Central de Empresas 2024. Rio de Janeiro: IBGE, 2026""], ""nota"": [], ""periodo"": ""2024"", ""versao"": 1145, ""publicacao"": ""25/06/2026 10:00:00""}, ""indicador"": []}",532
106,empresas_emprego,empresas_emprego_i143557_2024,2024,"Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Transporte, armazenagem e correio",pessoas,1.0,IBGE / Cadastro Central de Empresas,143557,https://servicodados.ibge.gov.br/api/v1/pesquisas/19/periodos/2024/indicadores/143557/resultados/350010,"Pessoal ocupado assalariado / Classificação Nacional de Atividades Econômicas - CNAE / Transporte, armazenagem e correio","{""periodo"": {""fonte"": [""IBGE, Cadastro Central de Empresas 2024. Rio de Janeiro: IBGE, 2026""], ""nota"": [], ""periodo"": ""2024"", ""versao"": 1145, ""publicacao"": ""25/06/2026 10:00:00""}, ""indicador"": []}",643
107,empresas_emprego,empresas_emprego_i143558_2024,2024,Salário médio mensal,salários mínimos,1.0,IBGE / Cadastro Central de Empresas,143558,https://servicodados.ibge.gov.br/api/v1/pesquisas/19/periodos/2024/indicadores/143558/resultados/350010,Salário médio mensal,"{""periodo"": {""fonte"": [""IBGE, Cadastro Central de Empresas 2024. Rio de Janeiro: IBGE, 2026""], ""nota"": [], ""periodo"": ""2024"", ""versao"": 1145, ""publicacao"": ""25/06/2026 10:00:00""}, ""indicador"": []}",645
108,empresas_emprego,empresas_emprego_i143580_2024,2024,Salários e outras remunerações,R$,1000.0,IBGE / Cadastro Central de Empresas,143580,https://servicodados.ibge.gov.br/api/v1/pesquisas/19/periodos/2024/indicadores/143580/resultados/350010,Salários e outras remunerações,"{""periodo"": {""fonte"": [""IBGE, Cadastro Central de Empresas 2024. Rio de Janeiro: IBGE, 2026""], ""nota"": [], ""periodo"": ""2024"", ""versao"": 1145, ""publicacao"": ""25/06/2026 10:00:00""}, ""indicador"": []}",645
109,empresas_emprego,empresas_emprego_i143582_2024,2024,"Salários e outras remunerações / Classificação Nacional de Atividades Econômicas - CNAE / Administração pública, defesa e seguridade social",R$,1000.0,IBGE / Cadastro Central de Empresas,143582,https://servicodados.ibge.gov.br/api/v1/pesquisas/19/periodos/2024/indicadores/143582/resultados/350010,"Salários e outras remunerações / Classificação Nacional de Atividades Econômicas - CNAE / Administração pública, defesa e seguridade social","{""periodo"": {""fonte"": [""IBGE, Cadastro Central de Empresas 2024. Rio de Janeiro: IBGE, 2026""], ""nota"": [], ""periodo"": ""2024"", ""versao"": 1145, ""publicacao"": ""25/06/2026 10:00:00""}, ""indicador"": []}",645
110,empresas_emprego,empresas_emprego_i143583_2024,2024,"Salários e outras remunerações / Classificação Nacional de Atividades Econômicas - CNAE / Agricultura, pecuária, produção florestal, pesca e aquicultura",R$,1000.0,IBGE / Cadastro Central de Empresas,143583,https://servicodados.ibge.gov.br/api/v1/pesquisas/19/periodos/2024/indicadores/143583/resultados/350010,"Salários e outras remunerações / Classificação Nacional de Atividades Econômicas - CNAE / Agricultura, pecuária, produção florestal, pesca e aquicultura","{""periodo"": {""fonte"": [""IBGE, Cadastro Central de Empresas 2024. Rio de Janeiro: IBGE, 2026""], ""nota"": [], ""periodo"": ""2024"", ""versao"": 1145, ""publicacao"": ""25/06/2026 10:00:00""}, ""indicador"": []}",589
111,empresas_emprego,empresas_emprego_i143584_2024,2024,"Salários e outras remunerações / Classificação Nacional de Atividades Econômicas - CNAE / Água, esgoto, atividades de gestão de resíduos e descontaminação",R$,1000.0,IBGE / Cadastro Central de Empresas,143584,https://servicodados.ibge.gov.br/api/v1/pesquisas/19/periodos/2024/indicadores/143584/resultados/350010,"Salários e outras remunerações / Classificação Nacional de Atividades Econômicas - CNAE / Água, esgoto, atividades de gestão de resíduos e descontaminação","{""periodo"": {""fonte"": [""IBGE, Cadastro Central de Empresas 2024. Rio de Janeiro: IBGE, 2026""], ""nota"": [], ""periodo"": ""2024"", ""versao"": 1145, ""publicacao"": ""25/06/2026 10:00:00""}, ""indicador"": []}",536
