ordem_atributo,tema,campo,ano,indicador,unidade,multiplicador,fonte,codigo_indicador,url_fonte,definicao,nota,municipios_com_valor
1964,04_saneamento,saneamento_V04000085_2022,2022,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000381,https://sidra.ibge.gov.br/tabela/6806,Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Tinham banheiro de uso exclusivo do domicílio - 3 banheiros | Tipo de esgotamento sanitário: Total,Tabela 6806; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
1965,04_saneamento,saneamento_V04000086_2022,2022,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000381,https://sidra.ibge.gov.br/tabela/6806,Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Tinham banheiro de uso exclusivo do domicílio - 4 banheiros ou mais | Tipo de esgotamento sanitário: Total,Tabela 6806; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
1966,04_saneamento,saneamento_V04000087_2022,2022,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000381,https://sidra.ibge.gov.br/tabela/6806,Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Não tinham banheiro nem sanitário | Tipo de esgotamento sanitário: Total,Tabela 6806; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
1967,04_saneamento,saneamento_V04000088_2022,2022,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000381,https://sidra.ibge.gov.br/tabela/6806,Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Total | Tipo de esgotamento sanitário: Total,Tabela 6806; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
1968,04_saneamento,saneamento_V04000089_2022,2022,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000381,https://sidra.ibge.gov.br/tabela/6806,Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Apenas banheiro de uso comum a mais de um domicílio | Tipo de esgotamento sanitário: Total,Tabela 6806; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
1969,04_saneamento,saneamento_V04000090_2022,2022,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000381,https://sidra.ibge.gov.br/tabela/6806,"Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno | Tipo de esgotamento sanitário: Total",Tabela 6806; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
1970,04_saneamento,saneamento_V04000091_2022,2022,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000381,https://sidra.ibge.gov.br/tabela/6806,Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Total | Tipo de esgotamento sanitário: Rede geral ou pluvial,Tabela 6806; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
1971,04_saneamento,saneamento_V04000092_2022,2022,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000381,https://sidra.ibge.gov.br/tabela/6806,Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Total | Tipo de esgotamento sanitário: Fossa séptica ou fossa filtro ligada à rede,Tabela 6806; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
1972,04_saneamento,saneamento_V04000093_2022,2022,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000381,https://sidra.ibge.gov.br/tabela/6806,Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Total | Tipo de esgotamento sanitário: Fossa séptica ou fossa filtro não ligada à rede,Tabela 6806; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
1973,04_saneamento,saneamento_V04000094_2022,2022,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000381,https://sidra.ibge.gov.br/tabela/6806,Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Total | Tipo de esgotamento sanitário: Fossa rudimentar ou buraco,Tabela 6806; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
1974,04_saneamento,saneamento_V04000095_2022,2022,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000381,https://sidra.ibge.gov.br/tabela/6806,"Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Total | Tipo de esgotamento sanitário: Rio, lago, córrego ou mar",Tabela 6806; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
1975,04_saneamento,saneamento_V04000096_2022,2022,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000381,https://sidra.ibge.gov.br/tabela/6806,Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Total | Tipo de esgotamento sanitário: Outra forma,Tabela 6806; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
1976,04_saneamento,saneamento_V04000097_2022,2022,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000381,https://sidra.ibge.gov.br/tabela/6806,Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Total | Tipo de esgotamento sanitário: Vala,Tabela 6806; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
1977,04_saneamento,saneamento_V04000098_2022,2022,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000381,https://sidra.ibge.gov.br/tabela/6806,Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Total | Tipo de esgotamento sanitário: Não tinham banheiro nem sanitário,Tabela 6806; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
1978,04_saneamento,saneamento_V04000099_2022,2022,Domicílios particulares permanentes ocupados,Unidades,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,381,https://sidra.ibge.gov.br/tabela/6806,"Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Total | Tipo de esgotamento sanitário: Rede geral, rede pluvial ou fossa ligada à rede",Tabela 6806; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
1979,04_saneamento,saneamento_V04000100_2022,2022,Domicílios particulares permanentes ocupados,Unidades,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,381,https://sidra.ibge.gov.br/tabela/6806,Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Tinham banheiro de uso exclusivo do domicílio | Tipo de esgotamento sanitário: Total,Tabela 6806; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
1980,04_saneamento,saneamento_V04000101_2022,2022,Domicílios particulares permanentes ocupados,Unidades,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,381,https://sidra.ibge.gov.br/tabela/6806,Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Tinham banheiro de uso exclusivo do domicílio - 1 banheiro | Tipo de esgotamento sanitário: Total,Tabela 6806; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
1981,04_saneamento,saneamento_V04000102_2022,2022,Domicílios particulares permanentes ocupados,Unidades,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,381,https://sidra.ibge.gov.br/tabela/6806,Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Tinham banheiro de uso exclusivo do domicílio - 2 banheiros | Tipo de esgotamento sanitário: Total,Tabela 6806; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
1982,04_saneamento,saneamento_V04000103_2022,2022,Domicílios particulares permanentes ocupados,Unidades,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,381,https://sidra.ibge.gov.br/tabela/6806,Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Tinham banheiro de uso exclusivo do domicílio - 3 banheiros | Tipo de esgotamento sanitário: Total,Tabela 6806; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
1983,04_saneamento,saneamento_V04000104_2022,2022,Domicílios particulares permanentes ocupados,Unidades,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,381,https://sidra.ibge.gov.br/tabela/6806,Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Tinham banheiro de uso exclusivo do domicílio - 4 banheiros ou mais | Tipo de esgotamento sanitário: Total,Tabela 6806; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
1984,04_saneamento,saneamento_V04000105_2022,2022,Domicílios particulares permanentes ocupados,Unidades,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,381,https://sidra.ibge.gov.br/tabela/6806,Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Não tinham banheiro nem sanitário | Tipo de esgotamento sanitário: Total,Tabela 6806; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
1985,04_saneamento,saneamento_V04000106_2022,2022,Domicílios particulares permanentes ocupados,Unidades,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,381,https://sidra.ibge.gov.br/tabela/6806,Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Total | Tipo de esgotamento sanitário: Total,Tabela 6806; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
1986,04_saneamento,saneamento_V04000107_2022,2022,Domicílios particulares permanentes ocupados,Unidades,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,381,https://sidra.ibge.gov.br/tabela/6806,Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Apenas banheiro de uso comum a mais de um domicílio | Tipo de esgotamento sanitário: Total,Tabela 6806; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
1987,04_saneamento,saneamento_V04000108_2022,2022,Domicílios particulares permanentes ocupados,Unidades,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,381,https://sidra.ibge.gov.br/tabela/6806,"Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno | Tipo de esgotamento sanitário: Total",Tabela 6806; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
1988,04_saneamento,saneamento_V04000109_2022,2022,Domicílios particulares permanentes ocupados,Unidades,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,381,https://sidra.ibge.gov.br/tabela/6806,Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Total | Tipo de esgotamento sanitário: Rede geral ou pluvial,Tabela 6806; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
1989,04_saneamento,saneamento_V04000110_2022,2022,Domicílios particulares permanentes ocupados,Unidades,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,381,https://sidra.ibge.gov.br/tabela/6806,Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Total | Tipo de esgotamento sanitário: Fossa séptica ou fossa filtro ligada à rede,Tabela 6806; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
1990,04_saneamento,saneamento_V04000111_2022,2022,Domicílios particulares permanentes ocupados,Unidades,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,381,https://sidra.ibge.gov.br/tabela/6806,Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Total | Tipo de esgotamento sanitário: Fossa séptica ou fossa filtro não ligada à rede,Tabela 6806; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
1991,04_saneamento,saneamento_V04000112_2022,2022,Domicílios particulares permanentes ocupados,Unidades,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,381,https://sidra.ibge.gov.br/tabela/6806,Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Total | Tipo de esgotamento sanitário: Fossa rudimentar ou buraco,Tabela 6806; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
1992,04_saneamento,saneamento_V04000113_2022,2022,Domicílios particulares permanentes ocupados,Unidades,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,381,https://sidra.ibge.gov.br/tabela/6806,"Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Total | Tipo de esgotamento sanitário: Rio, lago, córrego ou mar",Tabela 6806; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
1993,04_saneamento,saneamento_V04000114_2022,2022,Domicílios particulares permanentes ocupados,Unidades,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,381,https://sidra.ibge.gov.br/tabela/6806,Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Total | Tipo de esgotamento sanitário: Outra forma,Tabela 6806; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
1994,04_saneamento,saneamento_V04000115_2022,2022,Domicílios particulares permanentes ocupados,Unidades,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,381,https://sidra.ibge.gov.br/tabela/6806,Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Total | Tipo de esgotamento sanitário: Vala,Tabela 6806; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
1995,04_saneamento,saneamento_V04000116_2022,2022,Domicílios particulares permanentes ocupados,Unidades,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,381,https://sidra.ibge.gov.br/tabela/6806,Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Total | Tipo de esgotamento sanitário: Não tinham banheiro nem sanitário,Tabela 6806; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
1996,04_saneamento,saneamento_V04000117_2022,2022,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000381,https://sidra.ibge.gov.br/tabela/6892,Destino do lixo: Outro destino,Tabela 6892; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
1997,04_saneamento,saneamento_V04000118_2022,2022,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000381,https://sidra.ibge.gov.br/tabela/6892,Destino do lixo: Total,Tabela 6892; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
1998,04_saneamento,saneamento_V04000119_2022,2022,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000381,https://sidra.ibge.gov.br/tabela/6892,Destino do lixo: Coletado,Tabela 6892; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
1999,04_saneamento,saneamento_V04000120_2022,2022,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000381,https://sidra.ibge.gov.br/tabela/6892,Destino do lixo: Coletado no domicílio por serviço de limpeza,Tabela 6892; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2000,04_saneamento,saneamento_V04000121_2022,2022,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000381,https://sidra.ibge.gov.br/tabela/6892,Destino do lixo: Depositado em caçamba de serviço de limpeza,Tabela 6892; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2001,04_saneamento,saneamento_V04000122_2022,2022,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000381,https://sidra.ibge.gov.br/tabela/6892,Destino do lixo: Queimado na propriedade,Tabela 6892; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2002,04_saneamento,saneamento_V04000123_2022,2022,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000381,https://sidra.ibge.gov.br/tabela/6892,Destino do lixo: Enterrado na propriedade,Tabela 6892; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2003,04_saneamento,saneamento_V04000124_2022,2022,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000381,https://sidra.ibge.gov.br/tabela/6892,"Destino do lixo: Jogado em terreno baldio, encosta ou área pública",Tabela 6892; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2004,04_saneamento,saneamento_V04000125_2022,2022,Domicílios particulares permanentes ocupados,Unidades,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,381,https://sidra.ibge.gov.br/tabela/6892,Destino do lixo: Outro destino,Tabela 6892; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2005,04_saneamento,saneamento_V04000126_2022,2022,Domicílios particulares permanentes ocupados,Unidades,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,381,https://sidra.ibge.gov.br/tabela/6892,Destino do lixo: Total,Tabela 6892; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2006,04_saneamento,saneamento_V04000127_2022,2022,Domicílios particulares permanentes ocupados,Unidades,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,381,https://sidra.ibge.gov.br/tabela/6892,Destino do lixo: Coletado,Tabela 6892; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2007,04_saneamento,saneamento_V04000128_2022,2022,Domicílios particulares permanentes ocupados,Unidades,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,381,https://sidra.ibge.gov.br/tabela/6892,Destino do lixo: Coletado no domicílio por serviço de limpeza,Tabela 6892; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2008,04_saneamento,saneamento_V04000129_2022,2022,Domicílios particulares permanentes ocupados,Unidades,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,381,https://sidra.ibge.gov.br/tabela/6892,Destino do lixo: Depositado em caçamba de serviço de limpeza,Tabela 6892; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2009,04_saneamento,saneamento_V04000130_2022,2022,Domicílios particulares permanentes ocupados,Unidades,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,381,https://sidra.ibge.gov.br/tabela/6892,Destino do lixo: Queimado na propriedade,Tabela 6892; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2010,04_saneamento,saneamento_V04000131_2022,2022,Domicílios particulares permanentes ocupados,Unidades,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,381,https://sidra.ibge.gov.br/tabela/6892,Destino do lixo: Enterrado na propriedade,Tabela 6892; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2011,04_saneamento,saneamento_V04000132_2022,2022,Domicílios particulares permanentes ocupados,Unidades,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,381,https://sidra.ibge.gov.br/tabela/6892,"Destino do lixo: Jogado em terreno baldio, encosta ou área pública",Tabela 6892; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2012,04_saneamento,saneamento_V04000133_2022,2022,Moradores em domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000382,https://sidra.ibge.gov.br/tabela/6894,Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água: Total | Grupo de idade: 0 a 4 anos | Cor ou raça: Total,Tabela 6894; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2013,04_saneamento,saneamento_V04000134_2022,2022,Moradores em domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000382,https://sidra.ibge.gov.br/tabela/6894,Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água: Total | Grupo de idade: 5 a 9 anos | Cor ou raça: Total,Tabela 6894; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2014,04_saneamento,saneamento_V04000135_2022,2022,Moradores em domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000382,https://sidra.ibge.gov.br/tabela/6894,Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água: Total | Grupo de idade: 10 a 14 anos | Cor ou raça: Total,Tabela 6894; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2015,04_saneamento,saneamento_V04000136_2022,2022,Moradores em domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000382,https://sidra.ibge.gov.br/tabela/6894,Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água: Total | Grupo de idade: 15 a 19 anos | Cor ou raça: Total,Tabela 6894; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2016,04_saneamento,saneamento_V04000137_2022,2022,Moradores em domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000382,https://sidra.ibge.gov.br/tabela/6894,Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água: Total | Grupo de idade: 20 a 24 anos | Cor ou raça: Total,Tabela 6894; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2017,04_saneamento,saneamento_V04000138_2022,2022,Moradores em domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000382,https://sidra.ibge.gov.br/tabela/6894,Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água: Total | Grupo de idade: 25 a 29 anos | Cor ou raça: Total,Tabela 6894; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2018,04_saneamento,saneamento_V04000139_2022,2022,Moradores em domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000382,https://sidra.ibge.gov.br/tabela/6894,Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água: Total | Grupo de idade: 30 a 34 anos | Cor ou raça: Total,Tabela 6894; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2019,04_saneamento,saneamento_V04000140_2022,2022,Moradores em domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000382,https://sidra.ibge.gov.br/tabela/6894,Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água: Total | Grupo de idade: 35 a 39 anos | Cor ou raça: Total,Tabela 6894; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2020,04_saneamento,saneamento_V04000141_2022,2022,Moradores em domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000382,https://sidra.ibge.gov.br/tabela/6894,Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água: Total | Grupo de idade: 40 a 44 anos | Cor ou raça: Total,Tabela 6894; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2021,04_saneamento,saneamento_V04000142_2022,2022,Moradores em domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000382,https://sidra.ibge.gov.br/tabela/6894,Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água: Total | Grupo de idade: 45 a 49 anos | Cor ou raça: Total,Tabela 6894; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2022,04_saneamento,saneamento_V04000143_2022,2022,Moradores em domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000382,https://sidra.ibge.gov.br/tabela/6894,Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água: Total | Grupo de idade: 50 a 54 anos | Cor ou raça: Total,Tabela 6894; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2023,04_saneamento,saneamento_V04000144_2022,2022,Moradores em domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000382,https://sidra.ibge.gov.br/tabela/6894,Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água: Total | Grupo de idade: 55 a 59 anos | Cor ou raça: Total,Tabela 6894; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2024,04_saneamento,saneamento_V04000145_2022,2022,Moradores em domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000382,https://sidra.ibge.gov.br/tabela/6894,Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água: Total | Grupo de idade: 60 a 64 anos | Cor ou raça: Total,Tabela 6894; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2025,04_saneamento,saneamento_V04000146_2022,2022,Moradores em domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000382,https://sidra.ibge.gov.br/tabela/6894,Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água: Total | Grupo de idade: 65 a 69 anos | Cor ou raça: Total,Tabela 6894; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2026,04_saneamento,saneamento_V04000147_2022,2022,Moradores em domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000382,https://sidra.ibge.gov.br/tabela/6894,Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água: Total | Grupo de idade: 70 a 74 anos | Cor ou raça: Total,Tabela 6894; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
