FID,DFITFS
InventarioFlorestal2001.47992,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.47993,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.47994,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.47995,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.47996,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.47997,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.47998,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.47999,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48000,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48001,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48002,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48003,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48004,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48005,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48006,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48007,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48008,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48009,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48010,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48011,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48012,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48013,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48014,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48015,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48016,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48017,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48018,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48019,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48020,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48021,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48022,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48023,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48024,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48025,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48026,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48027,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48028,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48029,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48030,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48031,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48032,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48033,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48034,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48035,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48036,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48037,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48038,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48039,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48040,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48041,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48042,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48043,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48044,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48045,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48046,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48047,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48048,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48049,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48050,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48051,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48052,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48053,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48054,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48055,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48056,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48057,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48058,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48059,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48060,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48061,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48062,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48063,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48064,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48065,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48066,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48067,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48068,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48069,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48070,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48071,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48072,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48073,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48074,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48075,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48076,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48077,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48078,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48079,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48080,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48081,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48082,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48083,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48084,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48085,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48086,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48087,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48088,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48089,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48090,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48091,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48092,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48093,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48094,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48095,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48096,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48097,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48098,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48099,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48100,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48101,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48102,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48103,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48104,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48105,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48106,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48107,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48108,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48109,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48110,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48111,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48112,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48113,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48114,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48115,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48116,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48117,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48118,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48119,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48120,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48121,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48122,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48123,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48124,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48125,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48126,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48127,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48128,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48129,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48130,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48131,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48132,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48133,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48134,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48135,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48136,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48137,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48138,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48139,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48140,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48141,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48142,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48143,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48144,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48145,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48146,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48147,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48148,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48149,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48150,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48151,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48152,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48153,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48154,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48155,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48156,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48157,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48158,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48159,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48160,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48161,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48162,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48163,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48164,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48165,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48166,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48167,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48168,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48169,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48170,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48171,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48172,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48173,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48174,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48175,Vegetação Secundária da Floresta Ombrófila Densa
InventarioFlorestal2001.48176,Vegetação Secundária da Floresta Ombrófila Densa
