ordem_atributo,campo,tabela,variavel_id,variavel,unidade,categorias,categorias_ids,fonte,tema,campo_original,municipios_com_registro,valores_numericos,divulgacao,fonte_divulgacao,camada_anterior
66,populacao_V01000062,9514,1000093,População residente - percentual do total geral,Percentual,Sexo: Total | Idade: 52 anos | Forma de declaração da idade: Total,"[[""2"", ""6794""], [""287"", ""6605""], [""286"", ""113635""]]",https://sidra.ibge.gov.br/tabela/9514,01_populacao,V01000062,645,645,Censo Demográfico | População por Idade e Sexo - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-idade-e-sexo,01_populacao_01
67,populacao_V01000063,9514,1000093,População residente - percentual do total geral,Percentual,Sexo: Total | Idade: 53 anos | Forma de declaração da idade: Total,"[[""2"", ""6794""], [""287"", ""6606""], [""286"", ""113635""]]",https://sidra.ibge.gov.br/tabela/9514,01_populacao,V01000063,645,645,Censo Demográfico | População por Idade e Sexo - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-idade-e-sexo,01_populacao_01
68,populacao_V01000064,9514,1000093,População residente - percentual do total geral,Percentual,Sexo: Total | Idade: 54 anos | Forma de declaração da idade: Total,"[[""2"", ""6794""], [""287"", ""6607""], [""286"", ""113635""]]",https://sidra.ibge.gov.br/tabela/9514,01_populacao,V01000064,645,645,Censo Demográfico | População por Idade e Sexo - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-idade-e-sexo,01_populacao_01
69,populacao_V01000065,9514,1000093,População residente - percentual do total geral,Percentual,Sexo: Total | Idade: 55 anos | Forma de declaração da idade: Total,"[[""2"", ""6794""], [""287"", ""6608""], [""286"", ""113635""]]",https://sidra.ibge.gov.br/tabela/9514,01_populacao,V01000065,645,645,Censo Demográfico | População por Idade e Sexo - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-idade-e-sexo,01_populacao_01
70,populacao_V01000066,9514,1000093,População residente - percentual do total geral,Percentual,Sexo: Total | Idade: 56 anos | Forma de declaração da idade: Total,"[[""2"", ""6794""], [""287"", ""6609""], [""286"", ""113635""]]",https://sidra.ibge.gov.br/tabela/9514,01_populacao,V01000066,645,645,Censo Demográfico | População por Idade e Sexo - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-idade-e-sexo,01_populacao_01
71,populacao_V01000067,9514,1000093,População residente - percentual do total geral,Percentual,Sexo: Total | Idade: 57 anos | Forma de declaração da idade: Total,"[[""2"", ""6794""], [""287"", ""6610""], [""286"", ""113635""]]",https://sidra.ibge.gov.br/tabela/9514,01_populacao,V01000067,645,645,Censo Demográfico | População por Idade e Sexo - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-idade-e-sexo,01_populacao_01
72,populacao_V01000068,9514,1000093,População residente - percentual do total geral,Percentual,Sexo: Total | Idade: 58 anos | Forma de declaração da idade: Total,"[[""2"", ""6794""], [""287"", ""6611""], [""286"", ""113635""]]",https://sidra.ibge.gov.br/tabela/9514,01_populacao,V01000068,645,645,Censo Demográfico | População por Idade e Sexo - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-idade-e-sexo,01_populacao_01
73,populacao_V01000069,9514,1000093,População residente - percentual do total geral,Percentual,Sexo: Total | Idade: 59 anos | Forma de declaração da idade: Total,"[[""2"", ""6794""], [""287"", ""6612""], [""286"", ""113635""]]",https://sidra.ibge.gov.br/tabela/9514,01_populacao,V01000069,645,645,Censo Demográfico | População por Idade e Sexo - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-idade-e-sexo,01_populacao_01
74,populacao_V01000070,9514,1000093,População residente - percentual do total geral,Percentual,Sexo: Total | Idade: 60 anos | Forma de declaração da idade: Total,"[[""2"", ""6794""], [""287"", ""6613""], [""286"", ""113635""]]",https://sidra.ibge.gov.br/tabela/9514,01_populacao,V01000070,645,645,Censo Demográfico | População por Idade e Sexo - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-idade-e-sexo,01_populacao_01
75,populacao_V01000071,9514,1000093,População residente - percentual do total geral,Percentual,Sexo: Total | Idade: 61 anos | Forma de declaração da idade: Total,"[[""2"", ""6794""], [""287"", ""6614""], [""286"", ""113635""]]",https://sidra.ibge.gov.br/tabela/9514,01_populacao,V01000071,645,645,Censo Demográfico | População por Idade e Sexo - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-idade-e-sexo,01_populacao_01
76,populacao_V01000072,9514,1000093,População residente - percentual do total geral,Percentual,Sexo: Total | Idade: 62 anos | Forma de declaração da idade: Total,"[[""2"", ""6794""], [""287"", ""6615""], [""286"", ""113635""]]",https://sidra.ibge.gov.br/tabela/9514,01_populacao,V01000072,645,645,Censo Demográfico | População por Idade e Sexo - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-idade-e-sexo,01_populacao_01
77,populacao_V01000073,9514,1000093,População residente - percentual do total geral,Percentual,Sexo: Total | Idade: 63 anos | Forma de declaração da idade: Total,"[[""2"", ""6794""], [""287"", ""6616""], [""286"", ""113635""]]",https://sidra.ibge.gov.br/tabela/9514,01_populacao,V01000073,645,645,Censo Demográfico | População por Idade e Sexo - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-idade-e-sexo,01_populacao_01
78,populacao_V01000074,9514,1000093,População residente - percentual do total geral,Percentual,Sexo: Total | Idade: 64 anos | Forma de declaração da idade: Total,"[[""2"", ""6794""], [""287"", ""6617""], [""286"", ""113635""]]",https://sidra.ibge.gov.br/tabela/9514,01_populacao,V01000074,645,645,Censo Demográfico | População por Idade e Sexo - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-idade-e-sexo,01_populacao_01
79,populacao_V01000075,9514,1000093,População residente - percentual do total geral,Percentual,Sexo: Total | Idade: 65 anos | Forma de declaração da idade: Total,"[[""2"", ""6794""], [""287"", ""6618""], [""286"", ""113635""]]",https://sidra.ibge.gov.br/tabela/9514,01_populacao,V01000075,645,645,Censo Demográfico | População por Idade e Sexo - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-idade-e-sexo,01_populacao_01
80,populacao_V01000076,9514,1000093,População residente - percentual do total geral,Percentual,Sexo: Total | Idade: 66 anos | Forma de declaração da idade: Total,"[[""2"", ""6794""], [""287"", ""6619""], [""286"", ""113635""]]",https://sidra.ibge.gov.br/tabela/9514,01_populacao,V01000076,645,645,Censo Demográfico | População por Idade e Sexo - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-idade-e-sexo,01_populacao_01
81,populacao_V01000077,9514,1000093,População residente - percentual do total geral,Percentual,Sexo: Total | Idade: 67 anos | Forma de declaração da idade: Total,"[[""2"", ""6794""], [""287"", ""6620""], [""286"", ""113635""]]",https://sidra.ibge.gov.br/tabela/9514,01_populacao,V01000077,645,645,Censo Demográfico | População por Idade e Sexo - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-idade-e-sexo,01_populacao_01
82,populacao_V01000078,9514,1000093,População residente - percentual do total geral,Percentual,Sexo: Total | Idade: 68 anos | Forma de declaração da idade: Total,"[[""2"", ""6794""], [""287"", ""6621""], [""286"", ""113635""]]",https://sidra.ibge.gov.br/tabela/9514,01_populacao,V01000078,645,645,Censo Demográfico | População por Idade e Sexo - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-idade-e-sexo,01_populacao_01
83,populacao_V01000079,9514,1000093,População residente - percentual do total geral,Percentual,Sexo: Total | Idade: 69 anos | Forma de declaração da idade: Total,"[[""2"", ""6794""], [""287"", ""6622""], [""286"", ""113635""]]",https://sidra.ibge.gov.br/tabela/9514,01_populacao,V01000079,645,645,Censo Demográfico | População por Idade e Sexo - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-idade-e-sexo,01_populacao_01
84,populacao_V01000080,9514,1000093,População residente - percentual do total geral,Percentual,Sexo: Total | Idade: 70 anos | Forma de declaração da idade: Total,"[[""2"", ""6794""], [""287"", ""6623""], [""286"", ""113635""]]",https://sidra.ibge.gov.br/tabela/9514,01_populacao,V01000080,645,645,Censo Demográfico | População por Idade e Sexo - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-idade-e-sexo,01_populacao_01
85,populacao_V01000081,9514,1000093,População residente - percentual do total geral,Percentual,Sexo: Total | Idade: 71 anos | Forma de declaração da idade: Total,"[[""2"", ""6794""], [""287"", ""6624""], [""286"", ""113635""]]",https://sidra.ibge.gov.br/tabela/9514,01_populacao,V01000081,645,645,Censo Demográfico | População por Idade e Sexo - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-idade-e-sexo,01_populacao_01
86,populacao_V01000082,9514,1000093,População residente - percentual do total geral,Percentual,Sexo: Total | Idade: 72 anos | Forma de declaração da idade: Total,"[[""2"", ""6794""], [""287"", ""6625""], [""286"", ""113635""]]",https://sidra.ibge.gov.br/tabela/9514,01_populacao,V01000082,645,645,Censo Demográfico | População por Idade e Sexo - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-idade-e-sexo,01_populacao_01
87,populacao_V01000083,9514,1000093,População residente - percentual do total geral,Percentual,Sexo: Total | Idade: 73 anos | Forma de declaração da idade: Total,"[[""2"", ""6794""], [""287"", ""6626""], [""286"", ""113635""]]",https://sidra.ibge.gov.br/tabela/9514,01_populacao,V01000083,645,645,Censo Demográfico | População por Idade e Sexo - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-idade-e-sexo,01_populacao_01
88,populacao_V01000084,9514,1000093,População residente - percentual do total geral,Percentual,Sexo: Total | Idade: 74 anos | Forma de declaração da idade: Total,"[[""2"", ""6794""], [""287"", ""6627""], [""286"", ""113635""]]",https://sidra.ibge.gov.br/tabela/9514,01_populacao,V01000084,645,645,Censo Demográfico | População por Idade e Sexo - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-idade-e-sexo,01_populacao_01
89,populacao_V01000085,9514,1000093,População residente - percentual do total geral,Percentual,Sexo: Total | Idade: 75 anos | Forma de declaração da idade: Total,"[[""2"", ""6794""], [""287"", ""6628""], [""286"", ""113635""]]",https://sidra.ibge.gov.br/tabela/9514,01_populacao,V01000085,645,645,Censo Demográfico | População por Idade e Sexo - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-idade-e-sexo,01_populacao_01
90,populacao_V01000086,9514,1000093,População residente - percentual do total geral,Percentual,Sexo: Total | Idade: 76 anos | Forma de declaração da idade: Total,"[[""2"", ""6794""], [""287"", ""6629""], [""286"", ""113635""]]",https://sidra.ibge.gov.br/tabela/9514,01_populacao,V01000086,645,645,Censo Demográfico | População por Idade e Sexo - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-idade-e-sexo,01_populacao_01
91,populacao_V01000087,9514,1000093,População residente - percentual do total geral,Percentual,Sexo: Total | Idade: 77 anos | Forma de declaração da idade: Total,"[[""2"", ""6794""], [""287"", ""6630""], [""286"", ""113635""]]",https://sidra.ibge.gov.br/tabela/9514,01_populacao,V01000087,645,645,Censo Demográfico | População por Idade e Sexo - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-idade-e-sexo,01_populacao_01
92,populacao_V01000088,9514,1000093,População residente - percentual do total geral,Percentual,Sexo: Total | Idade: 78 anos | Forma de declaração da idade: Total,"[[""2"", ""6794""], [""287"", ""6631""], [""286"", ""113635""]]",https://sidra.ibge.gov.br/tabela/9514,01_populacao,V01000088,645,645,Censo Demográfico | População por Idade e Sexo - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-idade-e-sexo,01_populacao_01
93,populacao_V01000089,9514,1000093,População residente - percentual do total geral,Percentual,Sexo: Total | Idade: 79 anos | Forma de declaração da idade: Total,"[[""2"", ""6794""], [""287"", ""6632""], [""286"", ""113635""]]",https://sidra.ibge.gov.br/tabela/9514,01_populacao,V01000089,645,645,Censo Demográfico | População por Idade e Sexo - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-idade-e-sexo,01_populacao_01
94,populacao_V01000090,9514,1000093,População residente - percentual do total geral,Percentual,Sexo: Total | Idade: 80 anos | Forma de declaração da idade: Total,"[[""2"", ""6794""], [""287"", ""6633""], [""286"", ""113635""]]",https://sidra.ibge.gov.br/tabela/9514,01_populacao,V01000090,645,645,Censo Demográfico | População por Idade e Sexo - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-idade-e-sexo,01_populacao_01
95,populacao_V01000091,9514,1000093,População residente - percentual do total geral,Percentual,Sexo: Total | Idade: 81 anos | Forma de declaração da idade: Total,"[[""2"", ""6794""], [""287"", ""6634""], [""286"", ""113635""]]",https://sidra.ibge.gov.br/tabela/9514,01_populacao,V01000091,645,645,Censo Demográfico | População por Idade e Sexo - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-idade-e-sexo,01_populacao_01
96,populacao_V01000092,9514,1000093,População residente - percentual do total geral,Percentual,Sexo: Total | Idade: 82 anos | Forma de declaração da idade: Total,"[[""2"", ""6794""], [""287"", ""6635""], [""286"", ""113635""]]",https://sidra.ibge.gov.br/tabela/9514,01_populacao,V01000092,645,645,Censo Demográfico | População por Idade e Sexo - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-populacao-por-idade-e-sexo,01_populacao_01
